Day,Time (UTC),Strand,Room,Order,Theme,Authors,Title,Abstract ID & link,Country
Friday,16,2,Pb,4,Individual differences (P),"Lennie, Thomas M.",Cognitive appraisal in musical emotions is grouped around types of meaning: a mixed methodology comparing BRECVEMA and Dimensional-Appraisal mechanisms,648,UK
Friday,16,2,Pb,5,Individual differences (P),"Michniewicz, Kenneth S.; Edelman, Laura L.; Hersch, Eva R.; Kaufman, Ilissa D.",Why Write Music?: Underdog Status and Mucis Genre Influence Perceived Motivations of Musicians,366,United States
Friday,16,2,Pb,6,Individual differences (P),"Casavant, Marina N.; Corrigall, Kathleen A.",The Effect of Background Music on Creative Writing,669,Canada
Friday,16,3,Pc,1,Learning (P),"Swaminathan, Swathi; Schellenberg, E. Glenn","Musical aptitude, music training and digit span in children and adults",658,Canada
Friday,16,3,Pc,2,Learning (P),"Alves, Anderson César; Nogueira, Marcos Vinicio Cunha",Expert music teacher: model to evaluate pedagogical skills in music performance,104,9999
Friday,16,3,Pc,3,Learning (P),"Cavasino, Gabriella",SONG-LEADING: AN OVERVIEW ON CONTRASTING DIDACTICS,723,9999
Friday,16,3,Pc,4,Learning (P),"Iorio, Claudia; Šaban, Iva; Poulin-Charronnat, Bénédicte; Schmidt, James R.",Incidental learning in music reading: a modified version of the musical Stroop task,132,France
Friday,16,3,Pc,5,Learning (P),"Tan, Emily K.; Keller, Peter; Malloch, Stephen; Burnham, Denis","Sing to Me, Mum: Word Segmentation from Song and Speech in 7-Month-Old Infants",426,1
Friday,16,3,Pc,6,Learning (P),"Vitali, Aura; Ferrari, Laura",Far from church: Informal music learning in an amateur choir during the lockdown,624,Italy
Friday,16,3,Pd,1,Learning (P),"Pereira, Marija Mihajlovic; Pereira, Ana Isabel; Nogueira, João",Critical reflection as a tool for self-regulation on children´s instrumental teaching: a qualitative study in the context of individual violin lessons,633,1
Friday,16,3,Pd,2,Learning (P),"Kaplan, Thomas; Cannon, Jonathan; Jamone, Lorenzo; Pearce, Marcus",Simulating Iterated Reproduction of Musical Rhythms using a Hybrid Probabilistic Model,217,United Kingdom
Friday,16,3,Pd,3,Learning (P),"Weiss, Michael W.; Charignon, Margot; Peretz, Isabelle",Enhanced learning of vocal over violin melodies in violinists,675,Canada
Friday,16,3,Pd,4,Learning (P),"Baier, Janina; Wöllner, Clemens; Wolf, Anna",Interpersonal synchronisation and prosocial behaviour in kindergarten children,343,9999
Friday,16,3,Pd,5,Learning (P),"Michalko, Aleksandra; Campo, Adriaan; Van Dyck, Edith; Leman, Marc",What is technology in music instrument education good for: a survey for violin and drum teachers on technology use,398,9999
Friday,16,3,Pe,1,Learning: Music & Health (P),"Colverson, Aaron; Williamson, John",Determining relationships between rhythm/timing perception and cognition in healthy aging,113,USA
Friday,16,3,Pe,2,Learning: Music & Health (P),"Wilson, Imogen","Scatterbrained: Music and ""Hyperfocus,"" in Attention Deficit Hyperactivity Disorder",192,United States
Friday,16,4,Pe,3,Coordination and timing (P),"Cannon, Jonathan",Rhythm Tracking as Continuous Phase/Tempo Inference: Model and Applications,280,United States
Friday,16,4,Pe,4,Coordination and timing (P),"Condit-Schultz, Nathaniel; Clark, Beach","Lose the Click, Keep the Beat: An empirical analysis of tempo-(in)stability in popular music",281,USA
Friday,16,4,Pe,5,Coordination and timing (P),"VanHandel, Leigh; Lookenbill, Zachary; Lopez, Gerardo; McAuley, J. Devin",Rhythmic complexity and tempo anchoring effects in tempo determination,618,Canada
Friday,17,1,1,1,Attention and listening,"Dumas, Roger E; Beck, Jon; Prust, Aaron; Katz, Gary; Moe, Paul J; El-Said, Dawlat; de Los Angeles, Carlos; Menon, Vinod; Levitin, Daniel J",Predicting musical chill moments with inferential meta-analytics,213,United States
Friday,17,1,1,2,Attention and listening,"Agrawal, Yudhik; Alluri, Vinoo",Personality correlates of Preferred Emotions through Lyrics,367,India
Friday,17,1,1,3,Attention and listening,"Robledo del Canto, Juan-Pablo",Assessment of 18 to 24-month-olds' sustained attention to music,457,9999
Friday,17,2,2,1,Felt emotion,"Bannister, Scott Craig; Acosta, Elizabeth; Bailes, Freya; Greasley, Alinka",‘With Friends Like These’: Exploring Pseudo-Social Music Listening Experiences,650,United Kingdom
Friday,17,2,2,2,Felt emotion,"Percival, Hannah",Can you hear the connection? An investigation into groove elements and instigators of musical-social bonding,576,USA
Friday,17,3,3,1,Tonality and gestalts,"A.R, Prathima; Hegde, Shantala; Philip, Mariamma; Kesavan, Muralidharan",Musical and neuro-cognitive deficits in depression: Is there a relationship?,513,India
Friday,17,3,3,2,Tonality and gestalts,"Cecchetti, Gabriele; Herff, Steffen A.; Rohrmeier, Martin A.",Hearing harmonic functionality in the idiom of extended tonality: Perceptual manifestation of octatonic substitutions,353,Switzerland
Friday,17,3,3,3,Tonality and gestalts,"Langfeldt, Ville",Gestalt listening: A theoretical and empirical study on holistic harmony perception,315,Norway
Friday,18,6,C,1,Brittany Anjou Trio (C),"Anjou, Brittany",Brittany Anjou Trio,2010,NA
Saturday,23 (Fri),1,Pa,1,Memory (P),"Silva Júnior, José Davison; Carthery Goulart, Maria Teresa; Vanzella, Patrícia","Is a picture worth a thousand words? A study of autobiographical memories in healthy elderly evoked by pictures, songs and broadcast news",416,9999
Saturday,23 (Fri),1,Pa,2,Memory (P),"Santiago, Diana; Lisboa, Tania; Lee, Sophie; Demos, Alexander; Vasconcelos, Mônica",Developing and testing a questionnaire of musical memorization and practice,661,Brazil
Saturday,23 (Fri),1,Pa,3,Memory (P),"Han, Yo-Jung; Halpern, Andrea; Wöllner, Clemens",Attentional Flexibility in Musicians,565,USA
Saturday,23 (Fri),2,Pa,4,Felt emotion (P),"Brandt, Zachary",A Comparison of Music- and Film- Evoked Autobiographical Memory,103,9999
Saturday,23 (Fri),2,Pa,5,Felt emotion (P),"Chea, Darro; Farbood, Morwaread M.",Listening to mixes in the presence of others causes changes in music perception in audio engineers,146,United States
Saturday,23 (Fri),3,Pa,6,Music in everyday life (P),"Bell, Bryan J.; Albrecht, Joshua",Do Individuals who Report High Levels of Musical Sophistication Also Report High Levels of Musical Exposure in Early Childhood?,178,United States
Saturday,23 (Fri),3,Pb,1,Music in everyday life (P),"Edelman, Dr. Laura; Harring, Dr. Kathleen; Singman, Alexa; Roppo, Emma; Reiner, Juliana",Type of Music and Type of Synchrony Affect Social Bonding,691,USA
Saturday,23 (Fri),3,Pb,2,Music in everyday life (P),"Liptak, Taylor A.; Omigie, Diana; Floridou, Georgia A.","""The Beats are Clear, the Rhymes are Bold"": The Role of Tempo and Lyrics on Earworms",364,United States
Saturday,23 (Fri),3,Pb,3,Music in everyday life (P),"Acevedo, Stefanie",Quantifying the needs of a 21st-century musician: A survey of practical skills and relevant pedagogical practices in music theory,553,USA
Saturday,23 (Fri),4,Pb,4,Music and language (P),"Calatayud, Patricio Federico; Longoria, Pablo Padilla; Ramírez, Álvaro Martínez","A Mathematical Framework for Reading the
Autopsias’ System",496,MÈxico
Saturday,23 (Fri),4,Pb,5,Music and language (P),"Chiu, Matt; Myler, Derek",The impact of language on cadential structure: Evaluating penultimate stress in Polish instrumental music using the Common-Practice Cadence Corpus (CPCC),552,9999
Saturday,23 (Fri),4,Pb,6,Music and language (P),"White, Christopher; Breen, Mara; Pater, Joe",Text and Melody Delivery in Pre- and Post- Millennial Popular Song: A Corpus Comparison,639,9999
Saturday,0,1,1,1,Rhythm (Neuro),"Cannon, Jonathan; Patel, Aniruddh D.",A neurophysiological process theory of covert beat- keeping,128,United States
Saturday,0,1,1,2,Rhythm (Neuro),"Gilmore, Sean Alexander; Nespoil, Gabriel; Copelli, Francesca; Russo, Frank",Subjective groove modulates neural entrainment in premotor and auditory regions,731,Canada
Saturday,0,1,1,3,Rhythm (Neuro),"Wei, Yi; Large, Edward W.",Dynamic Responses to Syncopated Rhythms Reveal Cortical Sources of Pulse Perception,672,United States
Saturday,0,2,2,1,Felt emotion,"Michniewicz, Kenneth S.; Edelman, Laura L.; Barrett, Danielle C.; Morales, Angeles X.; Deane, Juiet X.",Music is more Emotionally Moving when Performed by an Underdog,693,United States
Saturday,0,2,2,2,Felt emotion,"Schubert, Emery","The new aesthetic trinity: Awe, (being) moved and wonder",172,Australia
Saturday,0,2,2,3,Felt emotion,"Frutuoso, Pedro; de Oliveira, Guilherme Alves Demolin; Vanzella, Patrícia",Young adults’ musical behaviors and well-being during the COVID-19 outbreak,561,Brazil
Saturday,0,3,3,1,Early years,"Kragness, Haley E.; Cirelli, Laura K.","Effects of song familiarity and groove on children’s
spontaneous responses to music",300,Canada
Saturday,0,3,3,2,Early years,"Beck, Sara L","Let It Go: Children’s Interpretation of Song Lyrics in
a Narrative Context",709,United States
Saturday,1,1,1,1,EEG,"Rangasayee, Vidya; Fujioka, Takako",Beta-band Neuromagnetic signals indicate imagined Metrical Hierarchy,660,United States
Saturday,1,1,1,2,EEG,"Nerness, Barbara; Dauer, Tysen; Fujioka, Takako","Pauline Oliveros’s investigations into the effects of
Sonic Meditations on behavior and neurophysiology",580,United States
Saturday,1,1,1,3,EEG,"Sauvé, Sarah Anne; Cho, Alex; Rich Zendel, Benjamin",Mapping Tonal Hierarchy in the Brain,255,9999
Saturday,1,2,2,1,Coordination and timing,"Chiu, Matt; Blake, Andrew","“All the Small Things” : Microtiming Deviations in
Contemporary Punk",555,United States
Saturday,1,2,2,2,Coordination and timing,"Klein, Lucas; Bosnyak, Dan; Wood, Emily; Trainor, Laurel J.",Granger causality in sound: Information flow from leading to following violin performances decreases with familiarity,686,Canada
Saturday,1,2,2,3,Coordination and timing,"Hosken, Fred","The Perception and Discrimination of Different
Musical “Feels”",423,United States
Saturday,1,3,3,1,Harmony,"Schwitzgebel, Emily Elizabeth; White, Christopher Wm.",Effects of Chord Inversion and Bass Patterns on Harmonic Expectancy in Musicians,256,USA
Saturday,1,3,3,2,Harmony,"Song, Sijia {Estelle}; Kowalewski, Douglas; Friedman, Ronald",Exploring Individual Differences in the Preference for Harmony Across Musical Chords and Color Combinations,434,China
Saturday,1,3,3,3,Harmony,"Poparad, Jeremey",Digging Up Roots: Perception of a Harmonic Root within Three-Note Chords,285,USA
Saturday,5,1,1,1,Music Perception (Pitch),"McBride, John M.; Tierney, Adam T.; Pfordresher, Peter; Six, Joren; Fuji, Shinya; Savage, Patrick E.",Are pitches discrete? An information-theoretic framework and a corpus study,468,South Korea
Saturday,5,1,1,2,Music Perception (Pitch),"Kuusi, Tuire; Jimenez, Ivan; Schulkind, Matthew D.","Identifying Beatles Songs from Their Chord Progressions: New Evidence of the Effect of Specialized Harmonic Familiarity, Melodic Cues, and Transposition on the Identification of Songs from Chord Progressions",533,Finland
Saturday,5,2,2,1,Musical Ability,"Yeom, Daniel; McPherson, Gary E; Mosing, Miriam A; Peretz, Isabelle; Berkovic, Samuel F; Hildebrand, Michael S; Wilson, Sarah J",A methodological review of the evidence for the genetic basis of music ability,500,Australia
Saturday,5,2,2,2,Musical Ability,"Nisha, KV; Devi, N; Nishant, Nayagam N",Musicality: Innateness and Predictors,694,India
Saturday,6,1,1,1,Music Perception (Pitch),"Hwang, Yeeun; Albrecht, Joshua","The Relationship Between Affect and Key
Characteristics in Chopin’s Piano Music",197,Korea- Republic of
Saturday,6,1,1,2,Music Perception (Rhythm),"Duman, Deniz; Snape, Nerdinga; Toiviainen, Petri; Luck, Geoff",Redefining Groove,520,Finland
Saturday,6,2,2,1,"Musical Ability, Training, Transfer Effects","Chung, Isabelle Huilin; Filippidi, Ioanna",A Comparison of the Effects of Participant-Selected Music and Experimenter-Selected Music on Creativity,494,Singapore
Saturday,6,2,2,2,"Musical Ability, Training, Transfer Effects","Parmar, Adya; Shiju, Annika Mariam; Johnson, Naina; Prabhu, Prashanth",DO MUSICIANS HAVE BETTER BINAURAL AUDITORY PROCESSING? - AN EXPLORATORY CROSS- SECTIONAL STUDY,108,INDIA
Saturday,6,2,2,3,"Musical Ability, Training, Transfer Effects","Umashankar, Abishek; Bhatarai, Prabuddha; Mundayoor, Saranya; Prabhu, Prashanth",EVALUATION OF ENVELOPE REGULARITY DISCRIMINATION ABILITIES IN MUSICIANS AND NON-MUSICIANS,516,India
Saturday,6,3,3,1,Singing evaluation,"Silas, Sebastian; Müllensiefen, Daniel",Construction and validation of the Melody Singing Task using explanatory item response theory modelling,644,Germany
Saturday,6,3,3,2,Singing evaluation,"Bruder, Camila; Jacoby, Nori; Poeppel, David; Larrouy-Maestri, Pauline",Predicting aesthetic ratings from the acoustics of sung melodies,376,Germany
Saturday,8,1,1,1,Music Perception (Timbre),"Lartillot, Olivier; Weisser, Stéphanie","Roughness, crackliness, buzzingness, …: Characterizations of sonic unsteadiness and application to the analysis of traditional music from Ethiopia, Kenya, Morocco and India",614,Norway
Saturday,8,1,1,2,Music Perception (Timbre) [Best paper],"Hiemstra, Anna; Sadakata, Makiko",Acoustic Vowel Space in the Speech-to-Song Illusion,234,Netherlands
Saturday,8,2,2,1,Music for shopping and advertisement,"Herget, Ann-Kristin; Schramm, Holger; Bayer, Christina; Werner, Anna-Lena",Musically Flavored? The Influence of Background Music in Audio-Visual Advertising on the Perceived Taste of an Advertised Product,320,Germany
Saturday,8,2,2,2,Music for shopping and advertisement,"Schofield, Kerry; Anglada-Tort, Manuel; Trahan, Tabitha; Müllensiefen, Daniel",The effects of music as a recognition cue to influence consumer choice in branding and advertising,428,United Kingdom
Saturday,8,2,2,3,Music for shopping and advertisement,"Makomaska, Sylwia",Between (pseudo)silence and noise – the ontological status of music in the lo-fi environment. The case of contemporary shopping malls.,677,Poland
Saturday,8,3,3,1,Singing in children,"Lu, Can; Saunders, Jo; Welch, Graham F.",A comparison of singing behaviour of Primary school students in England and China,349,United Kingdom
Saturday,8,3,3,2,Singing in children,"Wolfs, Zyxcban; Boshuizen, Els",Vocal Abilities in Primary School Children: Do Cognitive Level and Musical Perception Skills Matter?,183,the Netherlands
Saturday,8,5,S,1,Maria Manturzewska in memoriam (S),"Nogaj, Anna Antonina",The history of the first Polish music psychologist and her influence on the contemporary fields of research and on the psychological activity within the music environment,726,Poland
Saturday,8,5,S,2,Maria Manturzewska in memoriam (S),"Miklaszewski, Kacper Jan",Maria Manturzewska (1930-2020) and the mystery of human music activity,718,Poland
Saturday,8,5,S,3,Maria Manturzewska in memoriam (S),"Gembris, Heiner",Maria Manturzewska's Model of the lifespan development of professional musicians in the light of recent research and cultural changes,728,Germany
Saturday,8,5,S,4,Maria Manturzewska in memoriam (S),"Posluszna, Joanna",The specificity of artistic creativity and the development of the composer's personality in the paradigm of Maria Manturzewska's research,729,Poland
Saturday,9,5,S,1,Maria Manturzewska in memoriam (S),"Kaleńska-Rodzaj, Julia; Boychuk, Iryna",The Successful Performer: emotion regulation approach to music performance anxiety,701,Poland
Saturday,9,5,S,2,Maria Manturzewska in memoriam (S),"Chmurzynska, Malgorzata; Kontek, Krzysztof",From the research on the ratings of musical performances by jurors and music experts - from Maria Manturzewska’s experiments up to present studies,712,Poland
Saturday,9,5,S,3,Maria Manturzewska in memoriam (S),"Sierszenska-Leraczyk, Malgorzata",THE ROLE OF FAMILY ENVIRONMENT IN THE DEVELOPMENT OF MUSICAL TALENTS IN 21ST CENTURY,727,Poland
Saturday,9,5,S,4,Maria Manturzewska in memoriam (S),"Nogaj, Anna Antonina",The role of psychological counselling centres in professional music education in Poland over the last 70 years,713,Poland
Saturday,9,1,1,1,Music Perception (Timbre),"Hayes, Ben; Saitis, Charalampos; Fazekas, György",Perceptual and semantic scaling of FM synthesis timbres: Common dimensions and the role of expertise,373,United Kingdom
Saturday,9,1,1,2,Music Perception (Timbre),"Siedenburg, Kai; Goldmann, Kirsten; van de Par, Steven",Musical scene analysis in 'The Art of the Fugue': Timbral heterogeneity differentially affects younger normal-hearing listeners and older hearing-aid users,303,Germany
Saturday,9,1,1,3,Music Perception (Timbre),"Noble, Jason; Wallmark, Zachary; Soden, Kit",Comparing Semantics of Individual and Combined Instrument Timbres,598,1
Saturday,9,2,2,1,Transfer effects,"Cheah, Yi-Ting; Spitzer, Michael; Coutinho, Eduardo",Background Music and Performance on Memory- related Tasks: Preliminary Findings from a Systematic Review,226,United Kingdom
Saturday,9,2,2,2,Transfer effects,"Perschl, Johanna; Kok, Almar; Wong Chun, Jonathan; Schaefer, Rebecca S.",Effects of musical activities on cognitive functioning in healthy elderly,487,Netherlands
Saturday,9,2,2,3,Transfer effects,"Leddy, Hannah; Bertello, Lucia; Fiedler, Daniel; Jones Bartoli, Alice; Müllensiefen, Daniel","Musical activity and its relationship with theories of intelligence and musicality, social and academic self-concept, and school engagement",422,United Kingdom
Saturday,9,3,3,1,Musical engagement,"Ruth, Nicolas; Müllensiefen, Daniel",Survival of musical engagement. Longitudinal investigation of engagement in musical activities in children,120,Germany
Saturday,9,3,3,2,Musical engagement,"Busch, Veronika; Hienen, Tanja; Lehmann-Wermser, Andreas; Schurig, Eva","What influences music-related capabilities, practices and wellbeing of young adults? Findings from a mixed methods study",216,9999
Saturday,9,4,4,1,Audio-Visual Cross-modality,"Gram-Nilsen, Elias; Vuoskoski, Jonna Katariina",The influence of the moving image on musical emotions,125,Norge
Saturday,9,4,4,2,Audio-Visual Cross-modality,"Giannos, Konstantinos; Athanasopoulos, George; Cambouropoulos, Emilios",Cross-modal associations between consonant/dissonant harmonisations and visual stimuli,292,Greece
Saturday,9,4,4,3,Audio-Visual Cross-modality,"Lange, Elke B.; Fink, Lauren K.",Eyeblink activity during music listening,564,Germany
Saturday,10,1,1,1,Perceived emotion,"Trevor, Caitlyn; Fernandez, Natalia B.; Frühholz, Sascha",Does scary music mimic biological voice signals of threat?,368,Switzerland
Saturday,10,1,1,2,Perceived emotion,"Hardt, Susanne; Leigh, John; Rohrmeier, Martin","The Role of Repetition, Ostinati and Sustained Tones in Creating Emotional Effect in Film Music – Three Case Studies",493,Germany
Saturday,10,2,2,1,Singing performance,"Reed, Courtney N.; McPherson, Andrew P.; Pearce, Marcus T.",The Role of Auditory Imagery and Altered Auditory Feedback in Singers' Timing Accuracy,615,UK
Saturday,10,2,2,2,Singing performance,"Vurma, Allan","Pitch induced passive ""covering"" of the singing voice",305,Estonia
Saturday,10,3,3,1,Music and health,"Sittler, Mareike Christina; Weise, Lisette; Jakob, Elisabeth; Töpfer, Nils; Wilz, Gabriele",Individualized Music for People with Dementia in Nursing Homes: Results of a Randomized Controlled Feasibility Study,375,Germany
Saturday,10,3,3,2,Music and Health,"Coutinho, Eduardo; Dowrick, Chris",POLYHYMNIA Mood – A pilot evaluation of a new app to empower people to cope with low mood and depression through music listening.,194,United Kingdom
Saturday,10,4,4,1,Joint behaviour,"Schiavio, Andrea; Stupacher, Jan; Parncutt, Richard; Timmers, Renee",Shared responsibilities and participation in musical skill acquisition. Two empirical studies,136,Austria
Saturday,10,4,4,2,Joint behaviour,"Rizzonelli, Marta; Kim, Jin Hyun; Staudt, Pascal; Lussana, Marcello",Behavioural analysis of sound-based social interaction,521,Italy
Saturday,11,1,K,1,Keynote,"Patel, Aniruddh",Measuring and modeling melodic expectation using singing: surprising findings and new opportunities for cross-cultural research,2036,NA
Saturday,12,5,S,1,Global diversity in music cognition (S),"Savage, Patrick E.; Jacoby, Nori; Wood, Anna L. C.; Ozaki, Yuto; Margulis, Elizabeth Hellmuth",Global diversity in music cognition,443,Japan (but will be in New Zealand for conference)
Saturday,12,5,S,2,Global diversity in music cognition (S),"Jacoby, Nori; Undurraga, Eduardo A.; McPherson, Malinda; Poeppel, Luke; Harrison,
Peter; Valdes, Joaquın; Ossadon, Tomas; McDermott, Josh H.",Universal and non-universal features musical pitch perception revealed by singing: converging evidence from cross-cultural and online experiments,384,Germany
Saturday,12,5,S,3,Global diversity in music cognition (S),"Wood, Anna L. C.; Kirby, Kathryn; Ember, Carol; Silbert, Stella; Daikoku, Hideo; McBride, John; Savage, Patrick E.",The Global Jukebox: An interactive database of the expressive arts and culture,442,Canada
Saturday,12,5,S,4,Global diversity in music cognition (S),"Ozaki, Yuto; McBride, John; Benetos, Emmanouil; Pfordresher, Peter; Six, Joren; Tierney, Adam T.; Proutskova, Polina; Sakai, Emi; Kondo, Haruka; Fukatsu, Haruno; Fujii, Shinya; Savage, Patrick E.",Reliability of automated and human transcriptions of non-Western music,276,Japan
Saturday,13,5,S,1,Global diversity in music cognition (S),"Margulis, Elizabeth Hellmuth; Wong, Patrick C.M.; Turnbull, Cara; Kubit, Benjamin M.; McAuley, J. Devin",Mapping Musical Narratives,253,United States
Saturday,13,1,Pa,1,Cross-modality (P),"CHOI, Ahyeon; CHO, WooJae; LEE, Kyogu",The Effect of Sharp and Flat Keys on the perception of senses and emotion,472,South of Korea
Saturday,13,1,Pa,2,Cross-modality (P),"Czepiel, Anna; Fink, Lauren K.; Seibert, Christoph; Scharinger, Mathias; Kotz, Sonja A.","How live versus recorded piano music influence aesthetic, physiological, and neural responses in a concert setting",414,Germany
Saturday,13,1,Pa,3,Cross-modality (P),"Dreesbach, Patricia",Musical Pragmatics: Introducing the Intention- Interaction-Expectation-Model,241,Germany
Saturday,13,1,Pa,4,Cross-modality (P),"Peck, Landon Shaffer-Liggett",Interrelationships of Musical Awe and Virtual Size: Correlations and Granger Causality of Real-Time Perceptions,355,United Kingdom
Saturday,13,1,Pa,5,Cross-modality (P),"Schruth, David M.",Diversity in connectivity of primate vocal units: associations with socio-ecological contexts,115,United States
Saturday,13,1,Pa,6,Cross-modality (P),"Talamini, Francesca; Blain, Salomé; Ginzburg, Jérémie; Houix, Olivier; Bouchet, Patrick; Grassi, Massimo; Tillmann, Barbara; Caclin, Anne","Auditory and visual short-term memory in musicians and nonmusicians: influence sensory modality, material type and contour",357,Austria
Saturday,13,1,Pb,1,Cross-modality (P),"Goltz, Franziska; Sadakata, Makiko",Do people listen to music while studying? An explorative study on optimizing cognitive performance with background music.,170,Netherlands
Saturday,13,1,Pb,2,Cross-modality (P),"Papatzikis, Efthymios; Naveena, Rosari; Shannaiah Aubrey Mae, Inocencio; Mahmoud, ElHalik; Swarup Kumar, Dash; Ayeda Salim, AbouNiaj; Faseela Shejeed Haris Kodi Valappil, Muhammed; Nazreen Abdulla, Haroon; Antonia, Bezoni",Very early music versus language perception and its impact on the infant brainstem development: an EEG-ABR feasibility study,208,Norway
Saturday,13,1,Pb,3,Cross-modality: Audiovisual/Sound & Vision (P),"Chiba, Gakuto; Fujii, Shinya; Savage, Patrick E.",Sight vs. sound in the judgment of music performance: evidence from Tsugaru shamisen competitions in Japan,348,Japan
Saturday,13,1,Pb,4,Cross-modality: Audiovisual/Sound & Vision (P),"Nogueira, Cristiane; Rodrigues, Helena; Pereira, Ana Isabel",The bouba-kiki effect: connections between the auditory and visual senses in the musical appreciation,617,Portugal
Saturday,13,1,Pb,5,Cross-modality: Audiovisual/Sound & Vision (P),"Rudenko, Svetlana; Ward, Jamie; McDonnell, Maura; Layden, Timothy",Music Consciousness: Lessons from Synaesthesia and Art on Music,424,Ireland
Saturday,13,1,Pb,6,Cross-modality: Audiovisual/Sound & Vision (P),"Orlandatou, Konstantina; Küssner, Mats",Sound-colour synaesthesia and music-induced  visual mental imagery: a shared continuum of cross- modal experiences,492,Germany
Saturday,13,1,Pc,1,Cross-modality: Audiovisual/Sound & Vision (P),"Dasmahapatra, Banatanwi; Singh, Navjyoti","Blending of Sound and Vision: Analyzing Rāgamālā
Paintings in Association with Hindustani Music",401,India
Saturday,13,2,Pc,2,"Musical Ability, Training, Transfer Effects (P)","Gomez, Tessy Henry; T, Suresh; Gore, Madhuri; Joseph, Alphonsa; Bhat, Rashmi J",EFFECT OF SHORT TERM MUSICAL TRAINING (TABLA) ON FEW COGNITIVE AND AUDITORY PERCEPTUAL TASKS.,400,India
Saturday,13,2,Pc,3,"Musical Ability, Training, Transfer Effects (P)","Levstek, Maruša; Banerjee, Robin",A model of psychological mechanisms of inclusive music-making: Empowerment of marginalised young people,190,United Kingdom
Saturday,13,2,Pc,4,"Musical Ability, Training, Transfer Effects (P)","Maruyama, Shin; Ogino, Misako; Yoshimura, Asami; Sawamizu, Mao",Exploration of the musical instrument: Longitudinal observation of infant–mother play with sound- producing toys,460,Japan
Saturday,13,2,Pc,5,"Musical Ability, Training, Transfer Effects (P)","Li, Jiaxin; Wolf, Anna; Lin, Hsin-Rui; Lothwesen, Kai",Validation and Replication of the Gold-MSI with a Sample of Chinese General Population,274,Germany
Saturday,13,2,Pc,6,"Musical Ability, Training, Transfer Effects (P)","Nordan, Nathalie Elaine; VanHandel, Leigh; McAuley, J. Devin",Effects of Musicianship on Hypermetrical Interpretation of Rhythms,642,United States
Saturday,13,2,Pf,1,"Musical Ability, Training, Transfer Effects (P)","Goyal, Neha; Rathee, Neelam",EFFECT OF BACKGROUND MUSIC ON WORKING MEMORY,708,India
Saturday,13,2,Pf,2,"Musical Ability, Training, Transfer Effects (P)","Sanjana, M; Nisha, KV",Exploring the Differences in Auditory Spatial Processing Between Instrumental and Vocal Musicians,720,India
Saturday,13,2,Pf,3,"Musical Ability, Training, Transfer Effects (P)","Wolfs, Zyxcban; Boshuizen, Els","The Role of Tonal Abilities, Position Knowledge, and Orchestra Experience in Cellists’ Sight-Reading Performance",184,Netherlands
Saturday,13,3,Pd,1,Individual differences (P),"Wilson, Johanna N.; Thompson, Marc; Saarikallio, Suvi",Exploring Music Videos Listening Experiences and Outcomes – A Survey Approach,534,United States
Saturday,13,3,Pd,2,Individual differences (P),"Harris, Muhammed Yaseen; Alluri, Vinoo",Case Study: Appreciation of Complex Music in a Cognitively Impaired Subject,621,India
Saturday,13,3,Pd,3,Individual differences (P),"Guru Ravi Shanker, Ramaguru; Agrawal, Yudhik; Alluri, Vinoo",Personality Traits and preference for Instrumental Music on music streaming platforms,481,9999
Saturday,13,3,Pd,4,Individual differences (P),"Subramanian, Sidhant; Mittal, Anant; Vuoskoski, Jonna; Alluri, Vinoo",Music or Lyrics? Individual differences associated with listening strategies,262,India
Saturday,13,3,Pd,5,Individual differences (P),"Mathew Jose, Joel; Wagani, Rekha",Empathy and Mindfulness based on Various Genres in Professional Singers,711,9999
Saturday,13,4,Pe,1,Clinical (P),"Hande, Vasudha; Hegde, Shantala; Jacob, Preeti; Philip, Mariamma","Musical rhythm perception and phonological processing in children with specific learning disability, typically developing children with and without music training: A pilot study",560,9999
Saturday,13,4,Pe,2,Clinical (P),"Yeo, Myung Sun; Kim, Soo Ji",Case of a Real-Time Online Music Therapy to Improve Voice and Swallowing Function of the Patient with Unilateral Vocal Fold Paralysis,484,Korea
Saturday,13,4,Pe,3,Clinical (P),"Varadarajan, Suguna",Effect of therapeutic music during the withdrawal phase of drug/alcohol addicts in de-addiction centers,131,India
Saturday,13,4,Pe,4,Clinical (P),"Wang, Li; Beaman, C. Philip; Jiang, Cunmei; Liu, Fang",Perception and production of statement-question intonation in autism spectrum disorder: A developmental investigation,167,China
Saturday,13,4,Pe,5,Clinical (P),"Finnerty, Rachael; Trainor, Laurel",Online group music therapy: A proactive mental health option,445,Canada
Saturday,14,1,1,1,Rhythm and timing,"Wolf, Thomas; Sebanz, Natalie; Knoblich, Günther",Joint rushing depends on continuous input from co- performers,483,Austria
Saturday,14,1,1,2,Rhythm and timing,"Braun Janzen, Thenille; Balardin, Joana B.; Sato, João R.; Vanzella, Patricia",Interpersonal coordination in ensemble performance: neural correlates of joint action at key structural points of the music,105,Brazil
Saturday,14,2,2,1,Performance and improvisation,"Stachó, László","The influence of performers’ real-time analytical
knowledge on listeners’ appraisal of performances",152,Hungary
Saturday,14,2,2,2,Performance and improvisation,"Santos, Thaís Fernandes; Gerling, Cristina Capparelli",Musician perception: conscious of the sound production and lack awareness of body movement,296,Brazil
